"Treatment" "Replicate" "Transfer" "Total_count" "Fraction_Yellow" "Fraction_Red" "Fraction_Orange" "Fraction_Blue" "Experiment" "Ratio"
"DM" "10" 5 4239 0.792167964142486 0.132814343005426 0.0481245576786978 0.02689313517339 1 NA
"D" "6" 5 6067 0.590901598813252 0.330970825778803 0.0538981374649745 0.0242294379429702 1 NA
"DM" "6" 5 5738 0.783722551411642 0.159288950853956 0.027187173231091 0.0298013245033113 1 NA
"D" "7" 5 5187 0.597840755735493 0.31424715635242 0.0663196452670137 0.0215924426450742 1 NA
"DM" "7" 5 5787 0.786245031968205 0.144980127872818 0.0456194919647486 0.0231553481942284 1 NA
"D" "8" 5 5355 0.56844070961718 0.331839402427638 0.0715219421101774 0.0281979458450047 1 NA
"DM" "8" 5 4796 0.728732276897414 0.172643869891576 0.0613010842368641 0.0373227689741451 1 NA
"D" "9" 5 4206 0.455777460770328 0.430337612933904 0.079885877318117 0.033999048977651 1 NA
"AM" "4" 6 5795 0.0997411561691113 0.856082830025884 0.0167385677308024 0.0274374460742019 1 NA
"A" "5" 6 4613 0.246260567960113 0.442228484717104 0.0242792109256449 0.287231736397139 1 NA
"AM" "5" 6 4364 0.124885426214482 0.822410632447296 0.0197066911090742 0.0329972502291476 1 NA
"A" "1" 6 5588 0.167859699355762 0.41284896206156 0.0143163922691482 0.404974946313529 1 NA
"AM" "1" 6 6791 0.111029303489913 0.824179060521278 0.019584744514799 0.0452068914740097 1 NA
"A" "2" 6 6635 0.218538055764883 0.487264506405426 0.0207987942727958 0.273398643556895 1 NA
"AM" "2" 6 4783 0.11979928914907 0.820614676980974 0.0165168304411457 0.0430692034288104 1 NA
"A" "3" 6 6149 0.209139697511791 0.365750528541226 0.0146365262644332 0.41047324768255 1 NA
"AM" "3" 6 6246 0.128242074927954 0.81860390650016 0.0222542427153378 0.0308997758565482 1 NA
"A" "4" 6 6109 0.205598297593714 0.384187264691439 0.0160419053854968 0.39417253232935 1 NA
"F1" "1" 6 6458 0.976308454629916 0 0 0.0236915453700836 1 NA
"BM" "4" 6 4556 0.130158033362599 0.819139596136962 0.016900790166813 0.033801580333626 1 NA
"B" "5" 6 5218 0.337677270985052 0.581065542353392 0.0417784591797624 0.0394787274817938 1 NA
"BM" "5" 6 4072 0.174361493123772 0.776277013752456 0.0230844793713163 0.0262770137524558 1 NA
"F2" "1" 6 6376 0.000941028858218319 0.952164366373902 0.000627352572145546 0.046267252195734 1 NA
"B" "1" 6 6819 0.267781199589383 0.652148408857604 0.035489074644376 0.0445813169086376 1 NA
"BM" "1" 6 6503 0.105028448408427 0.838536060279871 0.0153775180685837 0.0410579732431186 1 NA
"B" "2" 6 6745 0.303039288361749 0.621497405485545 0.0412157153446998 0.0342475908080059 1 NA
"BM" "2" 6 5139 0.129013426736719 0.814166180190699 0.0186806771745476 0.0381397158980346 1 NA
"B" "3" 6 6280 0.30875796178344 0.605095541401274 0.0390127388535032 0.0471337579617834 1 NA
"BM" "3" 6 6535 0.147513389441469 0.801224177505738 0.0232593726090283 0.0280030604437643 1 NA
"B" "4" 6 5554 0.306265754411235 0.604069139359021 0.0412315448325531 0.0484335613971912 1 NA
"F3" "1" 6 5826 0.00377617576381737 0.967730861654652 0.000686577411603158 0.0278063851699279 1 NA
"CM" "4" 6 6693 0.805617809651875 0.131630061258031 0.0222620648438667 0.0404900642462274 1 NA
"C" "5" 6 5965 0.461693210393965 0.254652137468567 0.0315171835708298 0.252137468566639 1 NA
"CM" "5" 6 5355 0.811577964519141 0.128291316526611 0.0224089635854342 0.0377217553688142 1 NA
"F4" "1" 6 6586 0.969480716671728 0.000607348921955664 0 0.0299119344063164 1 NA
"C" "1" 6 5295 0.531444759206799 0.258168083097262 0.0305949008498584 0.179792256846081 1 NA
"CM" "1" 6 6829 0.847708302826182 0.0779030604773759 0.0115683116122419 0.0628203250841997 1 NA
"C" "2" 6 8018 0.484908954851584 0.264529807932153 0.0295584933898728 0.221002743826391 1 NA
"CM" "2" 6 7105 0.827304714989444 0.116256157635468 0.0175932441942294 0.0388458831808585 1 NA
"C" "3" 6 6413 0.421175736784656 0.271479806642757 0.0237018556058007 0.283642600966786 1 NA
"CM" "3" 6 6811 0.782704448685949 0.150638672735281 0.024372338863603 0.0422845397151666 1 NA
"C" "4" 6 8478 0.427459306440198 0.291932059447983 0.0358575135645199 0.244751120547299 1 NA
"F1" "2" 6 6787 0.978635626933844 0 0.000147340503904523 0.0212170325622514 1 NA
"DM" "4" 6 5786 0.779986173522295 0.153473902523332 0.0271344624956792 0.0394054614586934 1 NA
"D" "5" 6 6363 0.638378123526638 0.277856357064278 0.0465189376080465 0.0372465818010372 1 NA
"DM" "5" 6 4024 0.796719681908549 0.144880715705765 0.0213717693836978 0.0370278330019881 1 NA
"F2" "2" 6 6430 0.00279937791601866 0.947278382581649 0.0015552099533437 0.0483670295489891 1 NA
"D" "1" 6 6188 0.658694246929541 0.273109243697479 0.0399159663865546 0.0282805429864253 1 NA
"DM" "1" 6 6376 0.83594730238394 0.0889272271016311 0.0120765370138018 0.0630489335006273 1 NA
"D" "2" 6 7466 0.622421644789713 0.272435038842754 0.0334851326011251 0.0716581837664077 1 NA
"DM" "2" 6 5601 0.837171933583289 0.108194965184788 0.0158900196393501 0.0387430815925728 1 NA
"D" "3" 6 6244 0.588404868673927 0.335522101217168 0.0337924407431134 0.0422805893657912 1 NA
"DM" "3" 6 5434 0.788001472211999 0.148509385351491 0.0222672064777328 0.0412219359587781 1 NA
"D" "4" 6 7669 0.589646629286739 0.321293519363672 0.0473334202633981 0.0417264310861912 1 NA
"F3" "2" 6 4695 0.00553780617678381 0.922470713525027 0.00234291799787007 0.0696485623003195 1 NA
"AM" "9" 6 3881 0.108734862148931 0.830456068023705 0.0231898995104355 0.0376191703169286 1 NA
"A" "10" 6 4072 0.205058939096267 0.464882121807466 0.031188605108055 0.298870333988212 1 NA
"AM" "10" 6 3706 0.0982191041554236 0.834322719913654 0.0237452779276848 0.043712898003238 1 NA
"F4" "2" 6 4049 0.961471968387256 0.0079031859718449 0.00123487280810077 0.0293899728327982 1 NA
"A" "6" 6 4071 0.180054040776222 0.378531073446328 0.0184229918938836 0.422991893883567 1 NA
"AM" "6" 6 3862 0.097099948213361 0.844122216468151 0.023045054375971 0.0357327809425168 1 NA
"A" "7" 6 4263 0.198686371100164 0.397607318789585 0.0222847759793573 0.381421534130894 1 NA
"AM" "7" 6 3565 0.0897615708274895 0.860589060308555 0.0218793828892006 0.0277699859747546 1 NA
"A" "8" 6 4504 0.238232682060391 0.378330373001776 0.0284191829484902 0.355017761989343 1 NA
"AM" "8" 6 4676 0.141787852865697 0.780367835757057 0.0423438836612489 0.0355004277159966 1 NA
"A" "9" 6 4304 0.233736059479554 0.359897769516729 0.04182156133829 0.364544609665428 1 NA
"F1" "3" 6 4529 0.950320158975491 0.0121439611393244 0.00309119010819165 0.0344446897769927 1 NA
"BM" "9" 6 5182 0.167502894635276 0.744114241605558 0.0474720185256658 0.0409108452335006 1 NA
"B" "10" 6 3999 0.262815703925981 0.645161290322581 0.0525131282820705 0.0395098774693673 1 NA
"BM" "10" 6 3424 0.106308411214953 0.815420560747664 0.0280373831775701 0.0502336448598131 1 NA
"F2" "3" 6 4162 0.00696780394041326 0.945699183085055 0.00216242191254205 0.0451705910619894 1 NA
"B" "6" 6 5115 0.291495601173021 0.619159335288368 0.0512218963831867 0.0381231671554252 1 NA
"BM" "6" 6 4390 0.144419134396355 0.795671981776765 0.0302961275626424 0.0296127562642369 1 NA
"B" "7" 6 4607 0.301714781853701 0.62079444323855 0.0457998697634035 0.0316909051443456 1 NA
"BM" "7" 6 4141 0.104081139821299 0.843999034049746 0.0207679304515817 0.0311518956773726 1 NA
"B" "8" 6 4695 0.329073482428115 0.586794462193823 0.0436634717784878 0.040468583599574 1 NA
"BM" "8" 6 4003 0.14713964526605 0.779915063702223 0.0354733949537847 0.0374718960779415 1 NA
"B" "9" 6 4212 0.352326685660019 0.566714150047483 0.0481956315289649 0.0327635327635328 1 NA
"F3" "3" 6 5642 0.00833037929812123 0.934065934065934 0.00141793690180787 0.0561857497341368 1 NA
"CM" "9" 6 4190 0.697136038186158 0.202386634844869 0.047255369928401 0.0532219570405728 1 NA
"C" "10" 6 4070 0.491154791154791 0.229484029484029 0.0457002457002457 0.233660933660934 1 NA
"CM" "10" 6 4236 0.80547686496695 0.115675165250236 0.0358829084041549 0.0429650613786591 1 NA
"F4" "3" 6 5107 0.963775210495398 0.00469943215194831 0.00156647738398277 0.0299588799686705 1 NA
"C" "6" 6 6666 0.44029402940294 0.235673567356736 0.0381038103810381 0.285928592859286 1 NA
"CM" "6" 6 4587 0.806627425332461 0.122302158273381 0.0346631785480706 0.0364072378460868 1 NA
"C" "7" 6 4862 0.479226655697244 0.262237762237762 0.0335252982311806 0.225010283833813 1 NA
"CM" "7" 6 4412 0.812103354487761 0.126699909338169 0.0253853127833182 0.0358114233907525 1 NA
"C" "8" 6 5072 0.471805993690852 0.266758675078864 0.042192429022082 0.219242902208202 1 NA
"CM" "8" 6 4465 0.777827547592385 0.147144456886898 0.0318029115341545 0.0432250839865621 1 NA
"C" "9" 6 4726 0.305120609394837 0.330512060939484 0.0327972915785019 0.331570038087177 1 NA
"DM" "9" 6 3923 0.710680601580423 0.202141218455264 0.0433341830231965 0.0438439969411165 1 NA
"D" "10" 6 4504 0.648756660746004 0.260657193605684 0.0448490230905861 0.0457371225577265 1 NA
"DM" "10" 6 3822 0.849031920460492 0.0876504447933019 0.022239665096808 0.0410779696493982 1 NA
"D" "6" 6 5977 0.607662707043667 0.309854442027773 0.0455077798226535 0.036975071105906 1 NA
"DM" "6" 6 5431 0.800036825630639 0.135334192598048 0.0259620696004419 0.0386669121708709 1 NA
"D" "7" 6 4087 0.623440176168339 0.29214582823587 0.0484462931245412 0.0359677024712503 1 NA
"DM" "7" 6 4656 0.829682130584192 0.111469072164948 0.0289948453608247 0.0298539518900344 1 NA
"D" "8" 6 4555 0.606586169045006 0.293523600439078 0.0599341383095499 0.0399560922063666 1 NA
"DM" "8" 6 4358 0.775585130793942 0.144791188618632 0.0344194584671868 0.0452042221202386 1 NA
"D" "9" 6 4406 0.486382206082615 0.406037221970041 0.0671811166591012 0.0403994552882433 1 NA
"A" "5" 0 4895 0.231052093973442 0.246578140960163 0.0122574055158325 0.510112359550562 1 NA
"A" "1" 0 4092 0.161534701857282 0.266373411534702 0.00904203323558162 0.563049853372434 1 NA
"A" "2" 0 3719 0.189567087926862 0.272385049744555 0.00752890561979027 0.530518956708793 1 NA
"A" "3" 0 5857 0.232200785385009 0.228956803824484 0.0100734164247908 0.528768994365716 1 NA
"A" "4" 0 3516 0.265073947667804 0.292662116040956 0.0110921501706485 0.431171786120592 1 NA
"F1" "1" 0 1313 0.961157654226961 0.00456968773800457 0.000761614623000762 0.0335110434120335 1 NA
"B" "5" 0 2105 0.247030878859857 0.228978622327791 0.00712589073634204 0.51686460807601 1 NA
"F2" "1" 0 2187 0.00411522633744856 0.974394147233653 0.00320073159579332 0.0182898948331047 1 NA
"B" "1" 0 2157 0.171070931849791 0.273528048215114 0.00463606861381548 0.55076495132128 1 NA
"B" "2" 0 1954 0.22517911975435 0.213920163766633 0.00562947799385875 0.555271238485159 1 NA
"B" "3" 0 2215 0.257336343115124 0.25372460496614 0.00812641083521445 0.480812641083521 1 NA
"B" "4" 0 1781 0.218416619876474 0.238629983155531 0.00449185850645705 0.538461538461538 1 NA
"F3" "1" 0 3596 0.00222469410456062 0.936040044493882 0.000556173526140156 0.0611790878754171 1 NA
"C" "5" 0 4176 0.320162835249042 0.209530651340996 0.0170019157088123 0.453304597701149 1 NA
"F4" "1" 0 5911 0.976315344273389 0.00152258501099645 0.00135340889866351 0.0208086618169514 1 NA
"C" "1" 0 6685 0.263275991024682 0.188930441286462 0.0109199700822737 0.536873597606582 1 NA
"C" "2" 0 4772 0.29463537300922 0.20452640402347 0.0100586756077117 0.490779547359598 1 NA
"C" "3" 0 6963 0.266551773660778 0.202211690363349 0.0136435444492317 0.517592991526641 1 NA
"C" "4" 0 3978 0.346153846153846 0.236551030668678 0.0140774258421317 0.403217697335344 1 NA
"F1" "2" 0 3074 0.926154847104749 0.0256994144437215 0.00422901756668835 0.0439167208848406 1 NA
"D" "5" 0 4578 0.292704237658366 0.202053298383574 0.0148536478811708 0.490388816076889 1 NA
"F2" "2" 0 3865 0.00491591203104787 0.979301423027167 0.00155239327296248 0.0142302716688228 1 NA
"D" "1" 0 5838 0.287769784172662 0.189962315861596 0.00993490921548476 0.512332990750257 1 NA
"D" "2" 0 4610 0.297396963123644 0.192624728850325 0.0112798264642082 0.498698481561822 1 NA
"D" "3" 0 5637 0.281000532197978 0.216959375554373 0.0163207379811957 0.485719354266454 1 NA
"D" "4" 0 4288 0.313199626865672 0.184001865671642 0.0132929104477612 0.489505597014925 1 NA
"AM" "4" 7 5623 0.0810955006224435 0.885826071492086 0.0103147785879424 0.022763649297528 1 NA
"A" "5" 7 4117 0.259412193344668 0.491377216419723 0.0160310905999514 0.233179499635657 1 NA
"AM" "5" 7 3706 0.103345925526174 0.852131678359417 0.0161899622234215 0.0283324338909876 1 NA
"A" "1" 7 6801 0.161740920452875 0.480517570945449 0.014409645640347 0.343331862961329 1 NA
"AM" "1" 7 6311 0.0887339565837427 0.882585961020441 0.0152115354143559 0.0134685469814609 1 NA
"A" "2" 7 6239 0.222792114120853 0.54976759096009 0.0225997756050649 0.204840519313993 1 NA
"AM" "2" 7 4949 0.100828450191958 0.870478884623156 0.0113154172560113 0.0173772479288745 1 NA
"A" "3" 7 6531 0.215740315418772 0.44173939672332 0.0185270249578931 0.323993262900015 1 NA
"AM" "3" 7 5930 0.102023608768971 0.855986509274874 0.018043844856661 0.0239460370994941 1 NA
"A" "4" 7 4720 0.180296610169492 0.446822033898305 0.013135593220339 0.359745762711864 1 NA
"F1" "1" 7 7011 0.985023534445871 0 0.000142633005277421 0.0148338325488518 1 NA
"BM" "4" 7 4379 0.095683946106417 0.854532998401462 0.0148435715916876 0.0349394839004339 1 NA
"B" "5" 7 5449 0.331069921086438 0.608552027895027 0.0359699027344467 0.0244081482840888 1 NA
"BM" "5" 7 4247 0.137508829762185 0.822698375323758 0.0209559689192371 0.0188368259948199 1 NA
"F2" "1" 7 8052 0.000248385494287134 0.987083954297069 0.000248385494287134 0.0124192747143567 1 NA
"B" "1" 7 7168 0.248186383928571 0.701729910714286 0.0313895089285714 0.0186941964285714 1 NA
"BM" "1" 7 7197 0.0794775600944838 0.892038349312213 0.0152841461720161 0.0131999444212866 1 NA
"B" "2" 7 4734 0.287494719053654 0.659695817490494 0.0327418673426278 0.0200675961132235 1 NA
"BM" "2" 7 5804 0.10354927636113 0.86026878015162 0.0160234321157822 0.020158511371468 1 NA
"B" "3" 7 6030 0.295688225538972 0.637147595356551 0.0412935323383085 0.0258706467661692 1 NA
"BM" "3" 7 5285 0.112961210974456 0.848628192999054 0.01759697256386 0.0208136234626301 1 NA
"B" "4" 7 5405 0.301572617946346 0.637557816836263 0.0338575393154487 0.0270120259019426 1 NA
"F3" "1" 7 4538 0.00594975760246805 0.970912296165712 0.00132216835610401 0.0218157778757162 1 NA
"CM" "4" 7 4572 0.83092738407699 0.111767279090114 0.0153105861767279 0.041994750656168 1 NA
"C" "5" 7 5344 0.501684131736527 0.254678143712575 0.0209580838323353 0.222679640718563 1 NA
"CM" "5" 7 3717 0.852838310465429 0.103847188592951 0.0107613666935701 0.0325531342480495 1 NA
"F4" "1" 7 8023 0.972703477502181 0.00162034151813536 0.000623208276205908 0.0250529727034775 1 NA
"C" "1" 7 5484 0.576586433260394 0.25291757840992 0.0280816921954778 0.142414296134209 1 NA
"CM" "1" 7 7375 0.877559322033898 0.0577627118644068 0.0115254237288136 0.0531525423728814 1 NA
"C" "2" 7 5611 0.523792550347532 0.26893601853502 0.0265549812867582 0.18071644983069 1 NA
"CM" "2" 7 6112 0.867964659685864 0.0899869109947644 0.012598167539267 0.0294502617801047 1 NA
"C" "3" 7 5748 0.440501043841336 0.304279749478079 0.0226165622825331 0.232602644398052 1 NA
"CM" "3" 7 4355 0.820665901262916 0.126980482204363 0.0151549942594719 0.0371986222732491 1 NA
"C" "4" 7 4532 0.439982347749338 0.299205648720212 0.0191968225948808 0.241615180935569 1 NA
"F1" "2" 7 7340 0.986920980926431 0 0.000136239782016349 0.0129427792915531 1 NA
"DM" "4" 7 4824 0.818200663349917 0.131218905472637 0.0180348258706468 0.0325456053067993 1 NA
"D" "5" 7 4269 0.66432419770438 0.282033263059264 0.024361677207777 0.0292808620285781 1 NA
"DM" "5" 7 3350 0.837014925373134 0.111641791044776 0.0202985074626866 0.031044776119403 1 NA
"F2" "2" 7 7746 0.00142008778724503 0.978440485411825 0.000129098889749548 0.02001032791118 1 NA
"D" "1" 7 4983 0.678506923540036 0.259883604254465 0.035721452939996 0.0258880192655027 1 NA
"DM" "1" 7 6793 0.868541145296629 0.0694832916237303 0.00912704254379508 0.0528485205358457 1 NA
"D" "2" 7 6180 0.646763754045307 0.26084142394822 0.0294498381877023 0.0629449838187702 1 NA
"DM" "2" 7 7114 0.841298847343267 0.0829350576328367 0.0153219004779308 0.0604441945459657 1 NA
"D" "3" 7 6514 0.610224132637396 0.317009517961314 0.0359226281854467 0.0368437212158428 1 NA
"DM" "3" 7 3954 0.83409205867476 0.121901871522509 0.0144157814871017 0.0295902883156297 1 NA
"D" "4" 7 4805 0.605619146722164 0.322788761706556 0.0328824141519251 0.0387096774193548 1 NA
"F3" "2" 7 5369 0.00279381635313839 0.957347737008754 0.000745017694170237 0.0391134289439374 1 NA
"AM" "9" 7 4122 0.0836972343522562 0.870451237263464 0.0225618631732169 0.0232896652110626 1 NA
"A" "10" 7 4040 0.204207920792079 0.54009900990099 0.0408415841584158 0.214851485148515 1 NA
"AM" "10" 7 3015 0.07893864013267 0.866998341625207 0.0228855721393035 0.0311774461028192 1 NA
"F4" "2" 7 4068 0.96165191740413 0.00442477876106195 0.000491642084562439 0.0334316617502458 1 NA
"A" "6" 7 3556 0.186164229471316 0.437570303712036 0.016310461192351 0.359955005624297 1 NA
"AM" "6" 7 4751 0.0730372553146706 0.892022732056409 0.0128394022311092 0.022100610397811 1 NA
"A" "7" 7 4716 0.183630195080577 0.455046649703138 0.0184478371501272 0.342875318066158 1 NA
"AM" "7" 7 4477 0.0784007147643511 0.885637703819522 0.0127317400044673 0.0232298414116596 1 NA
"A" "8" 7 5350 0.226542056074766 0.434953271028037 0.0282242990654206 0.310280373831776 1 NA
"AM" "8" 7 5100 0.110392156862745 0.842156862745098 0.0249019607843137 0.0225490196078431 1 NA
"A" "9" 7 4132 0.234995159728945 0.420861568247822 0.0256534365924492 0.318489835430784 1 NA
"F1" "3" 7 5196 0.966512702078522 0.00731331793687452 0.00250192455735181 0.0236720554272517 1 NA
"BM" "9" 7 4095 0.107203907203907 0.845665445665446 0.0256410256410256 0.0214896214896215 1 NA
"B" "10" 7 4520 0.241150442477876 0.680309734513274 0.0524336283185841 0.0261061946902655 1 NA
"BM" "10" 7 3352 0.0769689737470167 0.878281622911695 0.0247613365155131 0.0199880668257757 1 NA
"F2" "3" 7 5690 0.00667838312829526 0.9701230228471 0.000878734622144112 0.0223198594024605 1 NA
"B" "6" 7 4002 0.271364317841079 0.66191904047976 0.0372313843078461 0.0294852573713143 1 NA
"BM" "6" 7 4723 0.11475756934152 0.835062460300656 0.0241372009316113 0.0260427694262122 1 NA
"B" "7" 7 5666 0.286092481468408 0.651076597246735 0.0411224849982351 0.021708436286622 1 NA
"BM" "7" 7 6195 0.0799031476997579 0.882324455205811 0.0200161420500404 0.0177562550443906 1 NA
"B" "8" 7 4540 0.308590308370044 0.626651982378855 0.0387665198237885 0.0259911894273128 1 NA
"BM" "8" 7 4216 0.110056925996205 0.836337760910816 0.0313092979127135 0.0222960151802657 1 NA
"B" "9" 7 4428 0.314814814814815 0.594399277326107 0.0621047877145438 0.0286811201445348 1 NA
"F3" "3" 7 4312 0.00672541743970315 0.958951762523191 0.00255102040816327 0.0317717996289425 1 NA
"CM" "9" 7 3688 0.717462039045553 0.200108459869848 0.044468546637744 0.0379609544468547 1 NA
"C" "10" 7 4873 0.525138518366509 0.225528421916684 0.0391955674122717 0.210137492304535 1 NA
"CM" "10" 7 2997 0.841508174841508 0.0980980980980981 0.019019019019019 0.0413747080413747 1 NA
"F4" "3" 7 7199 0.964300597305181 0.00388942908737325 0.00222253090707043 0.0295874427003751 1 NA
"C" "6" 7 5736 0.485181311018131 0.244072524407252 0.0198744769874477 0.250871687587169 1 NA
"CM" "6" 7 4597 0.849467043724168 0.107678921035458 0.0163149880356754 0.0265390472046987 1 NA
"C" "7" 7 5736 0.524058577405858 0.235878661087866 0.0366108786610879 0.203451882845188 1 NA
"CM" "7" 7 6593 0.849537388138935 0.104656453814652 0.0266949795237373 0.0191111785226756 1 NA
"C" "8" 7 5763 0.511365608190179 0.268436578171091 0.0397362484816936 0.180461565157036 1 NA
"CM" "8" 7 3752 0.821961620469083 0.111673773987207 0.0349147121535181 0.0314498933901919 1 NA
"C" "9" 7 5325 0.315680751173709 0.36056338028169 0.0381220657276995 0.285633802816901 1 NA
"DM" "9" 7 4497 0.721592172559484 0.197242606181899 0.0475872804091617 0.0335779408494552 1 NA
"D" "10" 7 4220 0.680805687203791 0.247867298578199 0.0417061611374408 0.0296208530805687 1 NA
"DM" "10" 7 3991 0.871210223001754 0.0734151841643698 0.0228013029315961 0.0325732899022801 1 NA
"D" "6" 7 5029 0.637502485583615 0.301252734141977 0.0373831775700935 0.023861602704315 1 NA
"DM" "6" 7 5078 0.84147302087436 0.111658133123277 0.0181173690429303 0.0287514769594328 1 NA
"D" "7" 7 6038 0.656011924478304 0.273269294468367 0.0525008280887711 0.0182179529645578 1 NA
"DM" "7" 7 5646 0.866099893730074 0.0885582713425434 0.0232022670917464 0.0221395678356358 1 NA
"D" "8" 7 4422 0.623699683401176 0.298959746720941 0.0545002261420172 0.0228403437358661 1 NA
"DM" "8" 7 4000 0.81925 0.114 0.03475 0.032 1 NA
"D" "9" 7 4632 0.47646804835924 0.435880829015544 0.0628238341968912 0.0248272884283247 1 NA
"AM" "4" 8 7207 0.057305397530179 0.903288469543499 0.0141529068960733 0.0252532260302484 1 NA
"A" "5" 8 6850 0.262773722627737 0.532116788321168 0.0296350364963504 0.175474452554745 1 NA
"AM" "5" 8 5657 0.082729361852572 0.879971716457486 0.0167933533675093 0.0205055683224324 1 NA
"A" "1" 8 8574 0.165500349895031 0.549218567763004 0.0191275950548169 0.266153487287147 1 NA
"AM" "1" 8 5714 0.0547777388869443 0.915470773538677 0.00857542877143857 0.0211760588029401 1 NA
"A" "2" 8 7433 0.210547558186466 0.589264092560205 0.0234091214852684 0.176779227768061 1 NA
"AM" "2" 8 4836 0.0684449958643507 0.902605459057072 0.00847808105872622 0.0204714640198511 1 NA
"A" "3" 8 7364 0.213063552417165 0.525801195002716 0.0229494839760999 0.23818576860402 1 NA
"AM" "3" 8 5424 0.0763274336283186 0.892330383480826 0.00829646017699115 0.0230457227138643 1 NA
"A" "4" 8 7310 0.167989056087551 0.515047879616963 0.0203830369357045 0.296580027359781 1 NA
"F1" "1" 8 6775 0.985092250922509 0.00014760147601476 0.00029520295202952 0.0144649446494465 1 NA
"BM" "4" 8 7068 0.0649405772495756 0.897707979626486 0.0159875495189587 0.0213638936049802 1 NA
"B" "5" 8 10393 0.384393341672279 0.509573751563552 0.0825555662465121 0.0234773405176561 1 NA
"BM" "5" 8 5209 0.102706853522749 0.853906699942407 0.0211172969859858 0.0222691495488577 1 NA
"F2" "1" 8 8387 0.00071539286991773 0.987719089066412 0.000238464289972577 0.0113270537736974 1 NA
"B" "1" 8 7127 0.22968991160376 0.724007296197559 0.0304475936579206 0.0158551985407605 1 NA
"BM" "1" 8 8192 0.0628662109375 0.9012451171875 0.013671875 0.022216796875 1 NA
"B" "2" 8 6619 0.27980057410485 0.67019187188397 0.0324822480737271 0.0175253059374528 1 NA
"BM" "2" 8 8312 0.0678537054860443 0.904114533205005 0.0121511068334937 0.0158806544754572 1 NA
"B" "3" 8 8405 0.278167757287329 0.661867935752528 0.0396192742415229 0.0203450327186199 1 NA
"BM" "3" 8 7746 0.0797831138652208 0.882390911438162 0.0171701523366899 0.0206558223599277 1 NA
"B" "4" 8 7677 0.249576657548522 0.689722547870262 0.0372541357301029 0.0234466588511137 1 NA
"F3" "1" 8 5627 0.00604229607250755 0.958237071263551 0.00106628754220722 0.0346543451217345 1 NA
"CM" "4" 8 6519 0.848136217211229 0.0989415554532904 0.0191747200490873 0.0337475072863936 1 NA
"C" "5" 8 10534 0.521359407632428 0.241883425099677 0.0370229732295424 0.199734194038352 1 NA
"CM" "5" 8 7021 0.860988463181883 0.0937188434695912 0.0199401794616152 0.0253525138869107 1 NA
"F4" "1" 8 9736 0.968878389482334 0.000718981101068201 0.000513557929334429 0.0298890714872638 1 NA
"C" "1" 8 6609 0.57845362384627 0.247541231653805 0.0341957936147677 0.139809350885157 1 NA
"CM" "1" 8 9475 0.883799472295514 0.0547757255936675 0.0103430079155673 0.0510817941952507 1 NA
"C" "2" 8 7682 0.515360583181463 0.284431137724551 0.0277271543868784 0.172481124707108 1 NA
"CM" "2" 8 9310 0.895273899033298 0.0613319011815252 0.0129967776584318 0.0303974221267454 1 NA
"C" "3" 8 9712 0.485996705107084 0.28171334431631 0.0297570016474465 0.20253294892916 1 NA
"CM" "3" 8 9915 0.83963691376702 0.109531013615734 0.0246091780131114 0.0262228946041351 1 NA
"C" "4" 8 8808 0.432901907356948 0.303928247048138 0.0333787465940054 0.229791099000908 1 NA
"F1" "2" 8 7964 0.886363636363636 0.0856353591160221 0.015318935208438 0.0126820693119036 1 NA
"DM" "4" 8 10902 0.856815263254449 0.0924600990643919 0.0296275912676573 0.0210970464135021 1 NA
"D" "5" 8 7162 0.678860653448757 0.246299916224518 0.0484501535883831 0.0263892767383412 1 NA
"DM" "5" 8 6192 0.85562015503876 0.0998062015503876 0.0166343669250646 0.0279392764857881 1 NA
"F2" "2" 8 11593 0.00051755369619598 0.968170447683947 0.000603812645561977 0.0307081859742948 1 NA
"D" "1" 8 7458 0.680209171359614 0.246178600160901 0.0423706087422902 0.031241619737195 1 NA
"DM" "1" 8 10261 0.895916577331644 0.0476561738621967 0.0100380079914238 0.0463892408147354 1 NA
"D" "2" 8 7348 0.682770821992379 0.215977136635819 0.0341589548176374 0.0670930865541644 1 NA
"DM" "2" 8 9735 0.884129429892142 0.0726245505906523 0.0147919876733436 0.0284540318438624 1 NA
"D" "3" 8 10220 0.636301369863014 0.291780821917808 0.0420743639921722 0.0298434442270059 1 NA
"DM" "3" 8 8979 0.852656197794855 0.0928833945873705 0.0213832275309054 0.0330771800868694 1 NA
"D" "4" 8 8644 0.607820453493753 0.305876908838501 0.0568024062933827 0.0295002313743637 1 NA
"F3" "2" 8 5573 0.00269154853759196 0.964112686165441 0.000538309707518392 0.0326574555894491 1 NA
"AM" "9" 8 4581 0.0711635014189042 0.869679109364768 0.0222658808120498 0.0368915084042785 1 NA
"A" "10" 8 3898 0.19856336582863 0.581836839404823 0.0392508978963571 0.18034889687019 1 NA
"AM" "10" 8 3855 0.0627756160830091 0.893125810635538 0.012970168612192 0.0311284046692607 1 NA
"F4" "2" 8 5770 0.964644714038128 0.00450606585788562 0.00121317157712305 0.0296360485268631 1 NA
"A" "6" 8 6713 0.199612691792045 0.569343065693431 0.0332191270668852 0.197825115447639 1 NA
"AM" "6" 8 5476 0.0571585098612126 0.909970781592403 0.014609203798393 0.0182615047479912 1 NA
"A" "7" 8 4865 0.176772867420349 0.47934224049332 0.0242548818088386 0.319630010277492 1 NA
