Treatment,Replicate,Transfer,Total_count,Fraction_Yellow,Fraction_Red,Fraction_Orange,Fraction_Blue,Experiment,Ratio
C,6,6,16488,0.012493935,0.188197477,0.002607957,0.796700631,2,10
C,6,7,11377,0.00993232,0.282675574,0.001582139,0.705809967,2,10
C,6,8,12675,0.011518738,0.751637081,0.006706114,0.230138067,2,10
D,6,0,6464,0.048576733,0.051206683,0.00572401,0.894492574,2,10
D,6,1,2882,0.053088133,0.066620402,0.002428869,0.877862595,2,10
D,6,2,5780,0.03183391,0.036851211,0.000519031,0.930795848,2,10
D,6,3,4974,0.014073181,0.02291918,0.000804182,0.962203458,2,10
D,6,4,4382,0.028297581,0.032405294,0.000456413,0.938840712,2,10
D,6,5,3502,0.015990862,0.027127356,0.000285551,0.956596231,2,10
D,6,6,6632,0.015983112,0.025331725,0.000150784,0.958534379,2,10
D,6,7,6138,0.015966113,0.025252525,0.00016292,0.958618442,2,10
D,6,8,5087,0.016709259,0.033221938,0.00019658,0.949872223,2,10
