Treatment,Replicate,Transfer,Total_count,Fraction_Yellow,Fraction_Red,Fraction_Orange,Fraction_Blue,Experiment,Ratio
C,4,5,9662,0.782136204,0.113227075,0.066135376,0.038501345,2,0
C,4,6,11546,0.800363762,0.079421445,0.075350771,0.044864022,2,0
C,4,7,9767,0.864441487,0.064810075,0.03153476,0.039213679,2,0
C,4,8,8796,0.888585721,0.041609823,0.032628467,0.037175989,2,0
A,4,0,7364,0.426534492,0.404535578,0.053639326,0.115290603,2,0.1
A,4,1,9004,0.384051533,0.419035984,0.059306975,0.137605509,2,0.1
A,4,2,12229,0.351459645,0.441491537,0.061166081,0.145882738,2,0.1
A,4,3,10135,0.316625555,0.450715343,0.062259497,0.170399605,2,0.1
A,4,4,9452,0.27221752,0.478840457,0.069932289,0.179009733,2,0.1
A,4,5,10146,0.26167948,0.499112951,0.030849596,0.208357974,2,0.1
A,4,6,12312,0.220922677,0.534275504,0.034194282,0.210607537,2,0.1
A,4,7,8431,0.203771795,0.556517614,0.024196418,0.215514174,2,0.1
A,4,8,8805,0.168767746,0.565019875,0.025099375,0.241113004,2,0.1
B,4,0,9090,0.429592959,0.405390539,0.077887789,0.087128713,2,0.1
B,4,1,9187,0.360509415,0.466528791,0.058887559,0.114074235,2,0.1
B,4,2,13850,0.305848375,0.497689531,0.067364621,0.129097473,2,0.1
B,4,3,13197,0.268091233,0.546487838,0.061453361,0.123967568,2,0.1
B,4,4,10908,0.214704804,0.588833883,0.070315365,0.126145948,2,0.1
B,4,5,9488,0.198988196,0.503161889,0.02413575,0.273714165,2,0.1
B,4,6,13911,0.143843002,0.662784847,0.056070735,0.137301416,2,0.1
B,4,7,12765,0.118918919,0.712730121,0.032432432,0.135918527,2,0.1
B,4,8,11482,0.094844104,0.715903153,0.0364919,0.152760843,2,0.1
C,4,0,10241,0.422712626,0.410506786,0.082706767,0.084073821,2,0.1
C,4,1,7530,0.475564409,0.325498008,0.057370518,0.141567065,2,0.1
C,4,2,13701,0.528428582,0.243485877,0.054813517,0.173272024,2,0.1
C,4,3,11350,0.566255507,0.174361233,0.041674009,0.217709251,2,0.1
C,4,4,10531,0.573259899,0.119266926,0.032760422,0.274712753,2,0.1
C,4,5,12858,0.560662622,0.062762483,0.008866076,0.367708819,2,0.1
C,4,6,13205,0.542143128,0.05051117,0.01294964,0.394396062,2,0.1
C,4,7,13094,0.507484344,0.039865587,0.00801894,0.444631129,2,0.1
C,4,8,10503,0.504046463,0.035894506,0.011806151,0.44825288,2,0.1
D,4,0,9421,0.427024732,0.395924,0.086190426,0.090860843,2,0.1
D,4,1,8484,0.371404998,0.394625177,0.042432815,0.191537011,2,0.1
D,4,2,9698,0.273870901,0.333264591,0.021241493,0.371623015,2,0.1
D,4,3,7141,0.125052514,0.194370536,0.004761238,0.675815712,2,0.1
D,4,4,5806,0.062521529,0.096968653,0.004133655,0.836376163,2,0.1
D,4,5,6853,0.028600613,0.044506056,0.000291843,0.926601488,2,0.1
D,4,6,9323,0.016089242,0.033894669,0.000321785,0.949694304,2,0.1
D,4,7,11078,0.007131251,0.015797075,0.000270807,0.976800867,2,0.1
D,4,8,10560,0.005492424,0.016003788,0.000189394,0.978314394,2,0.1
A,4,0,15272,0.261851755,0.228850183,0.054806181,0.454491881,2,1
A,4,1,8590,0.201164144,0.231431898,0.047846333,0.519557625,2,1
A,4,2,9088,0.180677817,0.23184419,0.026628521,0.560849472,2,1
A,4,3,10669,0.175649077,0.240697347,0.049676633,0.533976943,2,1
A,4,4,10939,0.162354877,0.26693482,0.057226438,0.513483865,2,1
A,4,5,8369,0.137292389,0.281634604,0.04743697,0.533636038,2,1
A,4,6,10427,0.139541575,0.301237173,0.042773569,0.516447684,2,1
A,4,7,7901,0.128591318,0.342614859,0.031768131,0.497025693,2,1
A,4,8,7253,0.124224459,0.397904315,0.037363849,0.440507376,2,1
B,4,0,15383,0.257687057,0.221608269,0.048235065,0.472469609,2,1
B,4,1,9675,0.195762274,0.235658915,0.066356589,0.502222222,2,1
B,4,2,11753,0.169573726,0.271675317,0.054028759,0.504722199,2,1
B,4,3,12716,0.131881095,0.295533187,0.063306071,0.509279648,2,1
B,4,4,10918,0.104231544,0.317182634,0.052940099,0.525645723,2,1
B,4,5,11796,0.090369617,0.35249237,0.041539505,0.515598508,2,1
B,4,6,12072,0.068091451,0.388916501,0.044648774,0.498343274,2,1
B,4,7,10264,0.062646142,0.679559626,0.031858924,0.225935308,2,1
B,4,8,9169,0.054095321,0.839895299,0.045261206,0.060748173,2,1
C,4,0,11578,0.246501987,0.238555882,0.049490413,0.465451719,2,1
C,4,1,7925,0.233690852,0.155962145,0.051608833,0.55873817,2,1
C,4,2,10746,0.219523544,0.108040201,0.027917365,0.644518891,2,1
C,4,3,11706,0.196992995,0.079531864,0.034853921,0.68862122,2,1
C,4,4,12258,0.177271986,0.073503018,0.035242291,0.713982705,2,1
C,4,5,9118,0.148497478,0.264641369,0.034108357,0.552752797,2,1
C,4,6,13993,0.133280926,0.720217251,0.062173944,0.084327878,2,1
C,4,7,8284,0.218131338,0.661154032,0.090535973,0.030178658,2,1
C,4,8,8797,0.306809139,0.542002956,0.10685461,0.044333295,2,1
D,4,0,16545,0.287518888,0.272589906,0.058507102,0.381384104,2,1
D,4,1,6488,0.214704069,0.241522811,0.035758323,0.508014797,2,1
D,4,2,8731,0.100675753,0.121521017,0.010537166,0.767266063,2,1
D,4,3,6686,0.06595872,0.08914149,0.008824409,0.836075381,2,1
D,4,4,5428,0.039425203,0.057111275,0.006448047,0.897015475,2,1
D,4,5,5787,0.024537757,0.036115431,0.001900812,0.937446,2,1
D,4,6,4974,0.021310816,0.037394451,0.0022115,0.939083233,2,1
D,4,7,5075,0.01773399,0.036650246,0.000197044,0.945418719,2,1
D,4,8,4960,0.018951613,0.034072581,0.000403226,0.946572581,2,1
A,4,0,6725,0.041040892,0.044312268,0.001189591,0.913457249,2,10
A,4,1,9742,0.0337713,0.033976596,0.000821187,0.931430918,2,10
A,4,2,13628,0.025975932,0.030598767,0.000660405,0.942764896,2,10
A,4,3,11877,0.024164351,0.03317336,0.000505178,0.94215711,2,10
A,4,4,9634,0.033319493,0.042765207,0.000830392,0.923084908,2,10
A,4,5,7244,0.040033131,0.067642187,0.000414136,0.891910547,2,10
A,4,6,10510,0.050713606,0.095908658,0.000856327,0.852521408,2,10
A,4,7,8939,0.066450386,0.144870791,0.002349256,0.786329567,2,10
A,4,8,8923,0.096156001,0.242071052,0.006387986,0.65538496,2,10
B,4,0,10178,0.041167223,0.03566516,0.002652781,0.920514836,2,10
B,4,1,9505,0.033666491,0.038190426,0.000526039,0.927617044,2,10
B,4,2,14827,0.025224253,0.049774061,0.000269778,0.924731908,2,10
B,4,3,12532,0.020986275,0.17499202,0.002074689,0.801947016,2,10
B,4,4,11564,0.022915946,0.392165341,0.007004497,0.577914217,2,10
B,4,5,8760,0.021118721,0.569292237,0.00456621,0.405022831,2,10
B,4,6,14060,0.024253201,0.750995733,0.008108108,0.216642959,2,10
B,4,7,11019,0.038842,0.861965696,0.011707051,0.087485253,2,10
B,4,8,10308,0.040842064,0.872623205,0.017462165,0.069072565,2,10
C,4,0,9964,0.036732236,0.039241269,0.001906865,0.922119631,2,10
C,4,1,8755,0.034037693,0.0256996,0.00011422,0.940148487,2,10
C,4,2,16207,0.028691306,0.018880731,0.000493614,0.951934349,2,10
C,4,3,12459,0.023757926,0.020868449,8.02632635042941e-05,0.955293362,2,10
C,4,4,11715,0.020145113,0.037302603,0.000853606,0.941698677,2,10
C,4,5,11871,0.016258108,0.059219948,0.000421195,0.92410075,2,10
C,4,6,17623,0.013561823,0.178289735,0.002553481,0.805594961,2,10
C,4,7,12171,0.012324378,0.252485416,0.00098595,0.734204256,2,10
C,4,8,10402,0.011536243,0.426071909,0.002884061,0.559507787,2,10
D,4,0,2644,0.077912254,0.060514372,0.007186082,0.854387292,2,10
D,4,1,4587,0.047525616,0.051013734,0.000654022,0.900806627,2,10
D,4,2,6934,0.025959042,0.036631093,0.000144217,0.937265648,2,10
D,4,3,6658,0.011114449,0.014118354,0,0.974767197,2,10
D,4,4,5301,0.013205056,0.01603471,0,0.970760234,2,10
D,4,5,12577,0.003975511,0.006599348,0,0.989425141,2,10
D,4,6,12773,0.007046113,0.012761293,7.82901432709622e-05,0.980114304,2,10
D,4,7,10531,0.005507549,0.011299972,0.000189915,0.983002564,2,10
D,4,8,10961,0.00465286,0.008849558,9.12325517744731e-05,0.98640635,2,10
A,5,0,11069,0.462553076,0.364892944,0.122052579,0.0505014,2,0
A,5,1,5555,0.39819982,0.410621062,0.116651665,0.074527453,2,0
A,5,2,9656,0.366922121,0.490472245,0.100869925,0.041735708,2,0
A,5,3,8988,0.321873609,0.500778816,0.132510013,0.044837561,2,0
A,5,4,9424,0.29393039,0.509974533,0.142932937,0.053162139,2,0
A,5,5,8075,0.27380805,0.57126935,0.108359133,0.046563467,2,0
A,5,6,10558,0.239912862,0.615931048,0.102481531,0.04167456,2,0
A,5,7,10400,0.252596154,0.629615385,0.078653846,0.039134615,2,0
A,5,8,6648,0.213447653,0.640643803,0.095818291,0.050090253,2,0
B,5,0,11378,0.424942872,0.415626648,0.111267358,0.048163122,2,0
B,5,1,8184,0.350806452,0.433528837,0.157258065,0.058406647,2,0
B,5,2,12223,0.327088276,0.551092203,0.09154872,0.030270801,2,0
B,5,3,9411,0.266284136,0.569652534,0.125597705,0.038465625,2,0
B,5,4,12628,0.220779221,0.596848274,0.132166614,0.050205892,2,0
B,5,5,10389,0.193858889,0.667340456,0.097218212,0.041582443,2,0
B,5,6,12110,0.162262593,0.711808423,0.09017341,0.035755574,2,0
B,5,7,9429,0.155583837,0.756708028,0.057588291,0.030119843,2,0
B,5,8,6419,0.135379343,0.758529366,0.058887677,0.047203614,2,0
C,5,0,11752,0.445456093,0.388529612,0.118958475,0.04705582,2,0
C,5,1,7400,0.483513514,0.322972973,0.135675676,0.057837838,2,0
C,5,2,11512,0.588168867,0.263551077,0.107539958,0.040740097,2,0
C,5,3,10135,0.656043414,0.181154415,0.110606808,0.052195363,2,0
C,5,4,10684,0.712654437,0.133751404,0.099681767,0.053912392,2,0
C,5,5,11025,0.786213152,0.095238095,0.06893424,0.049614512,2,0
C,5,6,9974,0.830258673,0.068177261,0.052235813,0.049328253,2,0
C,5,7,9130,0.878422782,0.049288061,0.028915663,0.043373494,2,0
C,5,8,6734,0.915651916,0.026284526,0.014553015,0.043510544,2,0
A,5,0,6784,0.433667453,0.402270047,0.067069575,0.096992925,2,0.1
A,5,1,7340,0.36280654,0.440054496,0.054087193,0.143051771,2,0.1
A,5,2,13219,0.349648234,0.459187533,0.060972842,0.130191391,2,0.1
A,5,3,13158,0.295181639,0.475148199,0.074707402,0.15496276,2,0.1
A,5,4,8759,0.259732846,0.480420139,0.073752711,0.186094303,2,0.1
A,5,5,7958,0.259487308,0.519100276,0.029781352,0.191631063,2,0.1
A,5,6,10172,0.240955564,0.535194652,0.030869052,0.192980731,2,0.1
A,5,7,12616,0.2016487,0.57110019,0.031150919,0.19610019,2,0.1
A,5,8,7394,0.186367325,0.562618339,0.029483365,0.221530971,2,0.1
B,5,0,10383,0.401521718,0.432052393,0.081864586,0.084561302,2,0.1
B,5,1,9561,0.339608828,0.465850852,0.063696266,0.130844054,2,0.1
B,5,2,14021,0.294201555,0.529206191,0.062976963,0.113615291,2,0.1
B,5,3,11468,0.245204046,0.565137775,0.05728985,0.132368329,2,0.1
B,5,4,9021,0.197539075,0.606584636,0.053541736,0.142334553,2,0.1
B,5,5,8834,0.178175232,0.618858954,0.033054109,0.169911705,2,0.1
B,5,6,13251,0.138027319,0.686136895,0.05418459,0.121651196,2,0.1
B,5,7,13244,0.119374811,0.727272727,0.03141045,0.121942011,2,0.1
B,5,8,8688,0.120395948,0.693830571,0.041436464,0.144337017,2,0.1
C,5,0,9320,0.421244635,0.409763948,0.075643777,0.093347639,2,0.1
C,5,1,6593,0.486576672,0.296678295,0.044441074,0.172303959,2,0.1
C,5,2,14095,0.53962398,0.224547712,0.054274565,0.181553742,2,0.1
C,5,3,13971,0.558800372,0.147305132,0.039868299,0.254026197,2,0.1
C,5,4,9217,0.560594554,0.106216773,0.026364327,0.306824346,2,0.1
C,5,5,12733,0.569543705,0.062750334,0.012173094,0.355532867,2,0.1
C,5,6,12942,0.535620461,0.046128883,0.015608098,0.402642559,2,0.1
C,5,7,10777,0.504129164,0.034239584,0.004917881,0.456713371,2,0.1
C,5,8,8932,0.4760412,0.030900134,0.004702194,0.488356471,2,0.1
D,5,0,9381,0.415414135,0.422236435,0.071420957,0.090928472,2,0.1
D,5,1,8126,0.343588481,0.404257937,0.04848634,0.203667241,2,0.1
D,5,2,9163,0.242933537,0.32718542,0.022154316,0.407726727,2,0.1
D,5,3,6573,0.106952685,0.179826563,0.004411988,0.708808763,2,0.1
D,5,4,5074,0.06030745,0.102089082,0.003153331,0.834450138,2,0.1
D,5,5,3544,0.054176072,0.091139955,0.001693002,0.852990971,2,0.1
D,5,6,7804,0.029215787,0.055356228,0.001153255,0.914274731,2,0.1
D,5,7,10175,0.00972973,0.022309582,0.00019656,0.967764128,2,0.1
D,5,8,7491,0.007475637,0.023895341,0.000133494,0.968495528,2,0.1
A,5,0,13976,0.264310246,0.224527762,0.043360046,0.467801946,2,1
A,5,1,7515,0.177511643,0.223020625,0.057884232,0.5415835,2,1
A,5,2,9416,0.159409516,0.232795242,0.023895497,0.583899745,2,1
A,5,3,11002,0.144973641,0.232503181,0.04962734,0.572895837,2,1
A,5,4,10438,0.124353324,0.233761257,0.056332631,0.585552788,2,1
A,5,5,10733,0.119351533,0.244665983,0.02972142,0.606261064,2,1
A,5,6,9267,0.114384375,0.26405525,0.029459372,0.592101004,2,1
A,5,7,7676,0.114643043,0.29233976,0.02696717,0.566050026,2,1
A,5,8,7544,0.1004772,0.342921527,0.033801697,0.522799576,2,1
B,5,0,13318,0.254993242,0.244330981,0.048655954,0.452019823,2,1
B,5,1,8157,0.178742185,0.251440481,0.069878632,0.499938703,2,1
B,5,2,6634,0.157823334,0.278715707,0.024268918,0.539192041,2,1
B,5,3,11375,0.125274725,0.28967033,0.057494505,0.52756044,2,1
B,5,4,8888,0.095522052,0.304455446,0.062668767,0.537353735,2,1
B,5,5,9523,0.085372257,0.319227134,0.039483356,0.555917253,2,1
B,5,6,12938,0.064693152,0.345262019,0.038104808,0.551940022,2,1
B,5,7,9129,0.062000219,0.455909738,0.026508928,0.455581115,2,1
B,5,8,7898,0.053811091,0.799696126,0.031780198,0.114712585,2,1
C,5,0,15280,0.262827225,0.230759162,0.046073298,0.460340314,2,1
C,5,1,7661,0.226732803,0.151155202,0.053387286,0.56872471,2,1
C,5,2,10509,0.20363498,0.094300124,0.017984585,0.684080312,2,1
C,5,3,10452,0.181017987,0.069556066,0.031572905,0.717853042,2,1
C,5,4,11381,0.167999297,0.068798875,0.035673491,0.727528337,2,1
C,5,5,11799,0.141706924,0.065514027,0.019493177,0.773285872,2,1
C,5,6,11965,0.111659005,0.084245717,0.023986628,0.78010865,2,1
C,5,7,10212,0.09302781,0.489815903,0.023305915,0.393850372,2,1
C,5,8,10899,0.139737591,0.734746307,0.067804386,0.057711717,2,1
D,5,0,17743,0.27881418,0.249506848,0.055683932,0.41599504,2,1
D,5,1,5868,0.19461486,0.245739605,0.038343558,0.521301977,2,1
D,5,2,9159,0.078938749,0.099901736,0.00687848,0.814281035,2,1
D,5,3,5379,0.060791969,0.084774122,0.006134969,0.84829894,2,1
D,5,4,4003,0.033474894,0.052210842,0.00474644,0.909567824,2,1
D,5,5,3724,0.019871106,0.03329753,0.000805585,0.946025779,2,1
D,5,6,5310,0.019397363,0.036911488,0.002071563,0.941619586,2,1
D,5,7,4396,0.020700637,0.044813467,0.000909918,0.933575978,2,1
D,5,8,6278,0.01768079,0.038228735,0.001115005,0.94297547,2,1
A,5,0,8473,0.032810103,0.028325268,0.001770329,0.9370943,2,10
A,5,1,6207,0.029160625,0.026743999,0.000644434,0.943450942,2,10
A,5,2,11572,0.029122019,0.032146561,0.000604908,0.938126512,2,10
A,5,3,12174,0.024642681,0.033842615,0.000985707,0.940528996,2,10
A,5,4,10045,0.026580388,0.03653559,0.001194624,0.935689398,2,10
A,5,5,8202,0.027066569,0.043038283,0.000243843,0.929651305,2,10
A,5,6,11956,0.033957845,0.073770492,0.00058548,0.891686183,2,10
A,5,7,11707,0.050824293,0.138549586,0.001964637,0.808661485,2,10
A,5,8,7260,0.065151515,0.213636364,0.002892562,0.718319559,2,10
B,5,0,9970,0.035406219,0.037713139,0.001905717,0.924974925,2,10
B,5,1,10164,0.033057851,0.047127115,0.000983865,0.918831169,2,10
B,5,2,13392,0.024865591,0.04958184,0.000821386,0.924731183,2,10
B,5,3,14762,0.018357946,0.068689879,0.001016122,0.911936052,2,10
B,5,4,12094,0.016041012,0.112783198,0.001736398,0.869439391,2,10
B,5,5,12153,0.013576895,0.162675882,0.000575989,0.823171233,2,10
B,5,6,15422,0.015237972,0.91311114,0.007392037,0.064258851,2,10
B,5,7,11804,0.018553033,0.958827516,0.007116232,0.015503219,2,10
B,5,8,9102,0.02911448,0.910678972,0.014062843,0.046143705,2,10
C,5,0,9613,0.037865391,0.035992926,0.001768439,0.924373245,2,10
C,5,1,8020,0.032294264,0.023441397,0,0.944264339,2,10
C,5,2,15574,0.024656479,0.013098754,0.000385257,0.961859509,2,10
C,5,3,13643,0.020010262,0.012460603,0.000219893,0.967309243,2,10
C,5,4,11747,0.018047161,0.035924066,0.000340512,0.945688261,2,10
C,5,5,10549,0.013366196,0.079344014,0.000568774,0.906721016,2,10
C,5,6,16787,0.014415917,0.214272949,0.005956991,0.765354143,2,10
C,5,7,12600,0.016269841,0.836111111,0.007539683,0.140079365,2,10
C,5,8,10483,0.028999332,0.90012401,0.021940284,0.048936373,2,10
D,5,0,6148,0.049446975,0.043428757,0.004066363,0.903057905,2,10
D,5,1,3130,0.053354633,0.050159744,0.002236422,0.894249201,2,10
D,5,2,6539,0.029362288,0.030432788,0.000458786,0.939746139,2,10
D,5,3,6730,0.019762259,0.028826152,0.000742942,0.950668648,2,10
D,5,4,4146,0.012059817,0.019295707,0.001205982,0.967438495,2,10
D,5,5,4294,0.007685142,0.014671635,0.000465766,0.977177457,2,10
D,5,6,8678,0.010947223,0.01820696,0.000115234,0.970730583,2,10
D,5,7,5965,0.008214585,0.01860855,0.000167645,0.97300922,2,10
D,5,8,5435,0.015823367,0.026862925,0.000183993,0.957129715,2,10
A,6,0,10991,0.41524884,0.397870985,0.123737603,0.063142571,2,0
A,6,1,5675,0.405638767,0.402290749,0.115418502,0.076651982,2,0
A,6,2,7187,0.385974676,0.468902184,0.094893558,0.050229581,2,0
A,6,3,7501,0.342354353,0.480735902,0.11705106,0.059858686,2,0
A,6,4,7072,0.300480769,0.491515837,0.131928733,0.076074661,2,0
A,6,5,7016,0.289766249,0.539338655,0.116733181,0.054161916,2,0
A,6,6,6420,0.280062305,0.611370717,0.067445483,0.041121495,2,0
A,6,7,7721,0.245952597,0.631394897,0.080559513,0.042092993,2,0
A,6,8,6487,0.226298751,0.64698628,0.079081239,0.047633729,2,0
B,6,0,9880,0.421862348,0.423785425,0.099089069,0.055263158,2,0
B,6,1,8217,0.371790191,0.444201047,0.123281003,0.06072776,2,0
B,6,2,8714,0.333830617,0.549116364,0.084691301,0.032361717,2,0
B,6,3,9800,0.267959184,0.558673469,0.130510204,0.042857143,2,0
B,6,4,9629,0.223595389,0.600477724,0.115796033,0.060130855,2,0
B,6,5,6208,0.204252577,0.680573454,0.068298969,0.046875,2,0
B,6,6,10071,0.160758614,0.711250124,0.08807467,0.039916592,2,0
B,6,7,7110,0.14978903,0.772995781,0.043881857,0.033333333,2,0
B,6,8,6636,0.127637131,0.768836649,0.063291139,0.040235081,2,0
C,6,0,11265,0.384198846,0.461162894,0.105193076,0.049445184,2,0
C,6,1,6844,0.454412624,0.341905319,0.132817066,0.070864991,2,0
C,6,2,8398,0.595618004,0.279828531,0.083472255,0.04108121,2,0
C,6,3,7190,0.668150209,0.203059805,0.080806676,0.04798331,2,0
C,6,4,7078,0.68550438,0.135490251,0.10864651,0.070358858,2,0
C,6,5,6819,0.791611673,0.100601261,0.053086963,0.054700103,2,0
C,6,6,8834,0.844577768,0.067806203,0.04312882,0.044487209,2,0
C,6,7,6798,0.887761106,0.055457487,0.015592821,0.041188585,2,0
C,6,8,6463,0.902831502,0.029088659,0.023054309,0.04502553,2,0
A,6,0,5362,0.418873555,0.416822081,0.070869079,0.093435285,2,0.1
A,6,1,6967,0.384096455,0.393856753,0.069613894,0.152432898,2,0.1
A,6,2,10969,0.361564409,0.431944571,0.046038837,0.160452183,2,0.1
A,6,3,8838,0.317718941,0.455872369,0.053745191,0.172663499,2,0.1
A,6,4,8232,0.275874636,0.475704568,0.060981535,0.187439261,2,0.1
A,6,5,8816,0.252722323,0.498752269,0.034709619,0.213815789,2,0.1
A,6,6,10873,0.228363837,0.521291272,0.033937276,0.216407615,2,0.1
A,6,7,7996,0.197848924,0.540270135,0.022136068,0.239744872,2,0.1
A,6,8,7899,0.181541967,0.543486517,0.024686669,0.250284846,2,0.1
B,6,0,7777,0.415455831,0.419699113,0.074707471,0.090137585,2,0.1
B,6,1,6468,0.361317254,0.44109462,0.060915275,0.136672851,2,0.1
B,6,2,10638,0.310678699,0.513630382,0.062605753,0.113085166,2,0.1
B,6,3,10826,0.244226861,0.555791613,0.06715315,0.132828376,2,0.1
B,6,4,10110,0.204451039,0.577052423,0.073788328,0.14470821,2,0.1
B,6,5,11094,0.173517217,0.624211285,0.039841356,0.162430142,2,0.1
B,6,6,12838,0.135223555,0.675650413,0.053513008,0.135613024,2,0.1
B,6,7,10670,0.117713215,0.716869728,0.023430178,0.141986879,2,0.1
B,6,8,10796,0.092256391,0.717951093,0.032512041,0.157280474,2,0.1
C,6,0,8656,0.404228281,0.433341035,0.082948244,0.07948244,2,0.1
C,6,1,9764,0.471015977,0.323330602,0.068517001,0.13713642,2,0.1
C,6,2,10736,0.529433681,0.244970194,0.048435171,0.177160954,2,0.1
C,6,3,9532,0.562631137,0.174045321,0.034200587,0.229122954,2,0.1
C,6,4,9837,0.555962184,0.117922131,0.04249263,0.283623056,2,0.1
C,6,5,10130,0.544126357,0.073445212,0.012339585,0.370088845,2,0.1
C,6,6,11366,0.52120359,0.052613056,0.011877529,0.414305824,2,0.1
C,6,7,8816,0.476066243,0.03607078,0.005217786,0.482645191,2,0.1
C,6,8,7154,0.463097568,0.044870003,0.005870841,0.486161588,2,0.1
D,6,0,8214,0.42184076,0.406257609,0.089603117,0.082298515,2,0.1
D,6,1,9859,0.368800081,0.391520438,0.057206613,0.182472867,2,0.1
D,6,2,8488,0.282869934,0.339184731,0.020852969,0.357092366,2,0.1
D,6,3,6796,0.123602119,0.170100059,0.00765156,0.698646263,2,0.1
D,6,4,5226,0.075009568,0.107347876,0.009567547,0.80807501,2,0.1
D,6,5,4209,0.03492516,0.062722737,0.001900689,0.900451414,2,0.1
D,6,6,6762,0.022478557,0.037710736,0.000443656,0.939367051,2,0.1
D,6,7,4880,0.025,0.040778689,0.000204918,0.934016393,2,0.1
D,6,8,5263,0.012730382,0.03534106,0.000570017,0.951358541,2,0.1
A,6,0,15016,0.224360682,0.220564731,0.05427544,0.500799148,2,1
A,6,1,6944,0.207517281,0.215725806,0.053859447,0.522897465,2,1
A,6,2,9862,0.188906915,0.20888258,0.027479213,0.574731292,2,1
A,6,3,8344,0.175934803,0.237895494,0.035354746,0.550814957,2,1
A,6,4,9841,0.1716289,0.259526471,0.061375876,0.507468753,2,1
A,6,5,6198,0.183607615,0.305905131,0.039690223,0.470797031,2,1
A,6,6,12000,0.180583333,0.365666667,0.046833333,0.406916667,2,1
A,6,7,7584,0.187368143,0.420886076,0.030063291,0.361682489,2,1
A,6,8,5622,0.181963714,0.453041622,0.041266453,0.323728211,2,1
B,6,0,12301,0.227867653,0.240630843,0.052922527,0.478578977,2,1
B,6,1,8087,0.198466675,0.251514777,0.066402869,0.483615679,2,1
B,6,2,11484,0.162574016,0.280128875,0.05163706,0.505660049,2,1
B,6,3,12519,0.131879543,0.295311127,0.057352824,0.515456506,2,1
B,6,4,10461,0.108498232,0.320619444,0.056113182,0.514769143,2,1
B,6,5,10686,0.087684821,0.358600037,0.042766236,0.510948905,2,1
B,6,6,13806,0.075764161,0.450239027,0.039330726,0.434666087,2,1
B,6,7,11156,0.069469344,0.779849408,0.033166009,0.117515238,2,1
B,6,8,9973,0.065577058,0.840669808,0.050837261,0.042915873,2,1
C,6,0,12553,0.2119812,0.253166574,0.053294033,0.481558193,2,1
C,6,1,7625,0.236590164,0.166557377,0.053508197,0.543344262,2,1
C,6,2,9627,0.225719331,0.105744261,0.027318999,0.641217409,2,1
C,6,3,11008,0.211573401,0.069949128,0.025436047,0.693041424,2,1
C,6,4,11647,0.191637332,0.058126556,0.028676913,0.7215592,2,1
C,6,5,9457,0.169186846,0.054139791,0.018187586,0.758485778,2,1
C,6,6,11963,0.126473293,0.227200535,0.02649837,0.619827802,2,1
C,6,7,12578,0.160995389,0.73898871,0.052949595,0.047066306,2,1
C,6,8,10039,0.185277418,0.714413786,0.068831557,0.031477239,2,1
D,6,0,18225,0.269849108,0.262825789,0.064087791,0.403237311,2,1
D,6,1,6279,0.254021341,0.261825131,0.035355948,0.448797579,2,1
D,6,2,7064,0.102066818,0.114382786,0.006653454,0.776896942,2,1
D,6,3,5541,0.07435481,0.090777838,0.009204115,0.825663238,2,1
D,6,4,6725,0.046096654,0.062007435,0.007881041,0.88401487,2,1
D,6,5,4608,0.022135417,0.040798611,0.001519097,0.935546875,2,1
D,6,6,9485,0.013600422,0.024986821,0.000738007,0.96067475,2,1
D,6,7,6734,0.016780517,0.024948025,0.001336501,0.956934957,2,1
D,6,8,7434,0.015065913,0.02259887,0.00094162,0.961393597,2,1
A,6,0,7841,0.03621987,0.036474939,0.002933299,0.924371891,2,10
A,6,1,10458,0.03977816,0.040160643,0.001243068,0.91881813,2,10
A,6,2,12609,0.025616623,0.033706083,0.000396542,0.940280752,2,10
A,6,3,9986,0.025135189,0.029941919,0.000300421,0.944622471,2,10
A,6,4,11563,0.02802041,0.04125227,0.001210758,0.929516561,2,10
A,6,5,9207,0.029542739,0.04941892,0.000325839,0.920712501,2,10
A,6,6,12361,0.0407734,0.077663619,0.000728096,0.880834884,2,10
A,6,7,10396,0.05482878,0.118891881,0.001731435,0.824547903,2,10
A,6,8,7647,0.086569897,0.195632274,0.004184648,0.713613182,2,10
B,6,0,10564,0.030386217,0.034078001,0.003123817,0.932411965,2,10
B,6,1,10895,0.032583754,0.043506196,0.001101423,0.922808628,2,10
B,6,2,14816,0.028077754,0.051093413,0.000809935,0.920018898,2,10
B,6,3,11941,0.02110376,0.110376015,0.001842392,0.866677833,2,10
B,6,4,10982,0.018940084,0.31069022,0.00528137,0.665088326,2,10
B,6,5,8369,0.017445334,0.502807982,0.002031306,0.477715378,2,10
B,6,6,13282,0.019424785,0.824951062,0.008658335,0.146965818,2,10
B,6,7,8376,0.027698185,0.910936008,0.005850048,0.055515759,2,10
B,6,8,9328,0.03880789,0.878859348,0.01329331,0.069039451,2,10
C,6,0,10875,0.037149425,0.044597701,0.003586207,0.914666667,2,10
C,6,1,10218,0.033763946,0.027304756,0.0002936,0.938637698,2,10
C,6,2,14547,0.029215646,0.020072867,0.000274971,0.950436516,2,10
C,6,3,13144,0.020693853,0.016965916,0.000304321,0.96203591,2,10
C,6,4,9804,0.019073847,0.025703794,0.000815993,0.954406365,2,10
C,6,5,9757,0.013118787,0.059342011,0.000102491,0.927436712,2,10
