well,replicate,cycle,value
G12,l,73,1.127799988
G12,l,74,1.128100038
G12,l,75,1.125499964
G12,l,76,1.143300056
G12,l,77,1.208099961
G12,l,78,1.164399981
G12,l,79,1.152899981
G12,l,80,1.159800053
G12,l,81,1.168900013
G12,l,82,1.231999993
G12,l,83,1.176300049
G12,l,84,1.192100048
G12,l,85,1.266100049
G12,l,86,1.236899972
G12,l,87,1.301900029
G12,l,88,1.237100005
G12,l,89,1.214300036
G12,l,90,1.273100019
G12,l,91,1.222800016
G12,l,92,1.266600013
G12,l,93,1.238499999
G12,l,94,1.232499957
G12,l,95,1.261899948
G12,l,96,1.257699966
